id,archivo,titular,fuente,fecha,url,cuerpo_completo,motivo_cuerpo,palabras_cuerpo,relevancia_prefiltro,motivo_prefiltro
11,noticias/20260922_011_finalizan-las-obras-de-la-primera-fase-del-hub-tecnologico.md,Finalizan las obras de la primera fase del Hub Tecnológico,andaluciainformacion.es (descubierta),2026-09-22 18:52,https://www.andaluciainformacion.es/articulo/el-puerto/finalizan-obras-primera-fase-hub-tecnologico/202609221852213485203.html,si,,211,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
12,noticias/20260922_012_yuri-storione-llega-a-la-sala-de-ronda-jazz-con-una-noche-de.md,Yuri Storione llega a la Sala de Ronda Jazz con una noche de jazz moderno y lleno de energía,andaluciainformacion.es (descubierta),2026-09-22 18:46,https://www.andaluciainformacion.es/articulo/ronda/yuri-storione-llega-sala-asociacion-ronda-jazz-noche-jazz-moderno/202609221846393485191.html,si,,345,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
13,noticias/20260922_013_los-besos-de-delcy-a-sanchez-la-heredera-de-maduro-cruza-tod.md,Los besos de Delcy a Sánchez: la heredera de Maduro cruza toda la Asamblea de la ONU para agradecerle su apoyo ante la UE,elespanol.com (descubierta),2026-09-22 18:24,https://www.elespanol.com/espana/20260922/besos-delcy-sanchez-heredera-maduro-cruza-toda-asamblea-onu-agradecerle-apoyo-ue/1003744393072_0.html,si,,831,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
14,noticias/20260922_014_fotos-whatsapp-privados-y-acusaciones-de-espionaje-el-gran-h.md,"Fotos, WhatsApp privados y acusaciones de espionaje: el ""Gran Hermano"" que sacude al PP en un pueblo de Ciudad Real",elplural.com (descubierta),2026-09-22 17:59,https://www.elplural.com/autonomias/castilla-la-mancha/fotos-whatsapp-privados-acusaciones-espionaje-gran-hermano-sacude-pp-pueblo-ciudad-real_400963102,si,,913,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
15,noticias/20260922_015_el-polemico-desahucio-de-maricarmen-que-pide-evitar-la-onu-l.md,El polémico desahucio de Maricarmen que pide evitar la ONU: lleva 70 años en la casa y tiene un 50% de discapacidad,elespanol.com (descubierta),2026-09-22 17:49,https://www.elespanol.com/madrid/sociedad/20260922/polemico-desahucio-maricarmen-pide-evitar-onu-lleva-anos-casa-discapacidad/1003744393028_0.html,si,,524,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
16,noticias/20260922_016_madrid-licitara-la-tercera-fase-del-plan-suma-vivienda-antes.md,Madrid licitará la tercera fase del Plan Suma Vivienda antes de fin de año,moncloa.com (descubierta),2026-09-22 15:44,https://www.moncloa.com/2026/09/22/plan-suma-vivienda-madrid-tercera-fase-3435897/,si,,824,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
17,noticias/20260922_017_planas-promete-prorrogar-previsiblemente-hasta-diciembre-las.md,Planas promete prorrogar previsiblemente hasta diciembre las ayudas al campo por el alza de los carburantes,El Periodico de la Energia,2026-09-22 15:04,https://elperiodicodelaenergia.com/planas-promete-prorrogar-previsiblemente-hasta-diciembre-las-ayudas-al-campo-por-el-alza-de-los-carburantes/,si,,638,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
18,noticias/20260922_018_interior-inicia-los-tramites-para-prolongar-el-espigon-de-el.md,Interior inicia los trámites para prolongar el espigón de El Tarajal y sustituir la barrera flotante,elplural.com (descubierta),2026-09-22 17:01,https://www.elplural.com/politica/espana/interior-inicia-tramites-prolongar-espigon-tarajal-sustituir-barrera-flotante_400959102,si,,421,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
19,noticias/20260922_019_ayuso-increpada-con-bombas-fetidas-y-panfletos-durante-una-f.md,"Ayuso, increpada con bombas fétidas y panfletos durante una feria inmobiliaria en Madrid",eldiariodemadrid.es (descubierta),2026-09-22 16:57,https://www.eldiariodemadrid.es/articulo/sucesos-en-madrid/ayuso-increpada-bombas-fetidas-panfletos-feria-inmobiliaria-madrid/20260922165748142121.html,si,,487,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
20,noticias/20260922_020_una-embarcacion-de-recreo-realiza-el-primer-repostaje-de-hid.md,Una embarcación de recreo realiza el primer repostaje de hidrógeno verde en Baleares,El Periodico de la Energia,2026-09-22 14:43,https://elperiodicodelaenergia.com/una-embarcacion-de-recreo-realiza-el-primer-repostaje-de-hidrogeno-verde-en-baleares/,si,,320,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
21,noticias/20260922_021_el-alojamiento-flexible-protagoniza-en-madrid-su-debate-mas-.md,"El alojamiento flexible protagoniza en Madrid su debate más amplio: crecimiento, inversión, producto y regulación",Brains Real Estate News,2026-09-22 14:19,https://brainsre.news/alojamiento-flexible-madrid-inversion-producto-leyes/,si,,531,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
22,noticias/20260922_022_este-es-el-barrio-mas-caro-del-mundo-una-inversion-de-2-000-.md,Este es el barrio más caro del mundo: una inversión de 2.000 millones y el metro cuadrado supera los 100.000 euros,20minutos - Vivienda,2026-09-22 15:47,https://www.20minutos.es/vivienda/barrio-mas-caro-mundo-inversion-2-000-millones-metro-cuadrado-supera-100-000-euros_7039719_0.html,si,,623,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
23,noticias/20260922_023_eslovaquia-pide-una-cumbre-extraordinaria-de-la-ue-sobre-los.md,Eslovaquia pide una cumbre extraordinaria de la UE sobre los precios de los combustibles,El Periodico de la Energia,2026-09-22 13:38,https://elperiodicodelaenergia.com/eslovaquia-pide-una-cumbre-extraordinaria-de-la-ue-sobre-los-precios-de-los-combustibles/,si,,404,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
24,noticias/20260922_024_el-campo-pide-medidas-contundentes-para-compensar-el-alza-de.md,"El campo pide medidas ""contundentes"" para compensar el alza del gasóleo y amenaza con movilizaciones",El Periodico de la Energia,2026-09-22 13:36,https://elperiodicodelaenergia.com/el-campo-pide-medidas-contundentes-para-compensar-el-alza-del-gasoleo-y-amenaza-con-movilizaciones/,si,,553,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
25,noticias/20260922_025_bombas-fetidas-y-panfletos-contra-ayuso-en-the-district-la-p.md,Bombas fétidas y panfletos contra Ayuso en The District: la protesta por la vivienda llega a Madrid,moncloa.com (descubierta),2026-09-22 13:17,https://www.moncloa.com/2026/09/22/ayuso-protesta-vivienda-the-district-3435825/,si,,809,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
26,noticias/20260922_026_greenvolt-next-impulsa-en-betanzos-hb-una-planta-solar-para-.md,Greenvolt Next impulsa en Betanzos HB una planta solar para cubrir el 18 % de su consumo,El Periodico de la Energia,2026-09-22 13:16,https://elperiodicodelaenergia.com/greenvolt-next-impulsa-en-betanzos-hb-una-planta-solar-para-cubrir-el-18-de-su-consumo/,si,,286,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
27,noticias/20260922_027_air-products-impulsa-la-logistica-del-hidrogeno-cero-emision.md,Air Products impulsa la logística del hidrógeno cero emisiones en el Puerto de Róterdam (Países Bajos),El Periodico de la Energia,2026-09-22 13:11,https://elperiodicodelaenergia.com/air-products-impulsa-la-logistica-del-hidrogeno-cero-emisiones-en-el-puerto-de-roterdam-paises-bajos/,si,,694,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
28,noticias/20260922_028_faconauto-reclama-que-los-datos-del-coche-conectado-se-tradu.md,Faconauto reclama que los datos del coche conectado se traduzcan en mejores servicios para el cliente,El Periodico de la Energia,2026-09-22 13:07,https://elperiodicodelaenergia.com/faconauto-reclama-que-los-datos-del-coche-conectado-se-traduzcan-en-mejores-servicios-para-el-cliente/,si,,740,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
29,noticias/20260922_029_la-espanola-liux-estrenara-en-paris-su-modelo-urbano-big-dis.md,"La española Liux estrenará en París su modelo urbano BIG, disponible en España en 2027 por 18.000 euros",El Periodico de la Energia,2026-09-22 13:04,https://elperiodicodelaenergia.com/la-espanola-liux-estrenara-en-paris-su-modelo-urbano-big-disponible-en-espana-en-2027-por-18-000-euros/,si,,453,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
30,noticias/20260922_030_una-acampada-en-retiro-intenta-frenar-el-desahucio-de-marica.md,"Una acampada en Retiro intenta frenar el desahucio de Maricarmen, de 87 años, tras 70 años en su casa",eldiariodemadrid.es (descubierta),2026-09-22 14:52,https://www.eldiariodemadrid.es/articulo/vivienda/acampada-retiro-frenar-desahucio-maricarmen/20260922145239142107.html,si,,773,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
31,noticias/20260922_031_el-plan-suma-vivienda-suma-una-tercera-fase-para-impulsar-ma.md,El Plan Suma Vivienda suma una tercera fase para impulsar más vivienda asequible en Madrid,eldiariodemadrid.es (descubierta),2026-09-22 14:08,https://www.eldiariodemadrid.es/articulo/vivienda/tercera-fase-plan-suma-vivienda-madrid/20260922140844142098.html,si,,722,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
32,noticias/20260922_032_arima-triplica-su-beneficio-neto-hasta-los-17-8-millones-en-.md,"Árima triplica su beneficio neto hasta los 17,8 millones en el primer semestre de 2026",Brains Real Estate News,2026-09-22 11:48,https://brainsre.news/arima-triplica-beneficio-neto-hasta-17-8-millones/,si,,691,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
33,noticias/20260922_033_el-influencer-piso-por-stories-quiere-pagar-su-casa-con-dos-.md,El 'influencer piso por stories': quiere pagar su casa con dos historias al día y el meme del alquiler estalla,que.es (descubierta),2026-09-22 11:35,https://www.que.es/2026/09/22/influencer-piso-por-stories/,si,,672,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
34,noticias/20260922_034_joivy-inicia-una-nueva-etapa-tras-nombrar-a-anna-casiraghi-n.md,Joivy inicia una nueva etapa tras nombrar a Anna Casiraghi nueva consejera delegada,Brains Real Estate News,2026-09-22 11:29,https://brainsre.news/joivy-nombra-anna-casiraghi-nueva-consejera-delegada/,si,,745,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
35,noticias/20260922_035_top-gestion-y-the-residential-club-impulsan-un-coliving-en-m.md,Top Gestión y The Residential Club impulsan un coliving en Málaga,Brains Real Estate News,2026-09-22 11:23,https://brainsre.news/top-gestion-the-residential-club-coliving-en-malaga/,si,,641,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
36,noticias/20260922_036_el-parlament-balear-confronta-la-politica-de-vivienda-de-pro.md,El Parlament balear confronta la política de vivienda de Prohens: Baleares estudia limitar la compra a no residentes,moncloa.com (descubierta),2026-09-22 10:41,https://www.moncloa.com/2026/09/22/vivienda-baleares-prohens-parlament-no-residentes-3435733/,si,,762,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
37,noticias/20260922_037_the-district-reune-en-madrid-a-mas-de-15-000-profesionales-d.md,The District reúne en Madrid a más de 15.000 profesionales del sector inmobiliario,eldiariodemadrid.es (descubierta),2026-09-22 12:38,https://www.eldiariodemadrid.es/articulo/vivienda/the-district-2026-sector-inmobiliario-madrid/20260922123827142086.html,si,,701,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
38,noticias/20260922_038_taylor-wimpey-invertira-10-millones-en-18-viviendas-sostenib.md,Taylor Wimpey invertirá 10 millones en 18 viviendas sostenibles en Mallorca con aerotermia,que.es (descubierta),2026-09-22 10:33,https://www.que.es/2026/09/22/viviendas-sostenibles-mallorca-taylor-wimpey/,si,,678,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
39,noticias/20260922_039_dunas-capital-vende-a-sicore-real-assets-una-plataforma-logi.md,Dunas Capital vende a Sicore Real Assets una plataforma logística en Loriguilla (Valencia),Brains Real Estate News,2026-09-22 10:16,https://brainsre.news/dunas-capital-vende-sicore-plataforma-logistica/,si,,622,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
40,noticias/20260922_040_madrid-concentra-buena-parte-de-las-startups-finalistas-de-l.md,Madrid concentra buena parte de las startups finalistas de los eAwards España 2026,eldiariodemadrid.es (descubierta),2026-09-22 12:14,https://www.eldiariodemadrid.es/articulo/tecnologia/madrid-concentra-buena-parte-startups-finalistas-eawards-espana-2026/20260922121454142085.html,si,,622,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
41,noticias/20260922_041_sumar-fuerza-las-zonas-tensionadas-en-aragon-recurso-contra-.md,Sumar fuerza las zonas tensionadas en Aragón: recurso contra Azcón y el pulso con las comunidades del PP-Vox,moncloa.com (descubierta),2026-09-22 10:08,https://www.moncloa.com/2026/09/22/sumar-zonas-tensionadas-pp-vox-recurso-3435718/,si,,716,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
42,noticias/20260922_042_colombia-busca-inversion-espanola-en-nueva-york-presenta-su-.md,Colombia busca inversión española en Nueva York: presenta su oferta ante el CEAPI,moncloa.com (descubierta),2026-09-22 10:07,https://www.moncloa.com/2026/09/22/inversion-espanola-colombia-ceapi-nueva-york-3435713/,si,,621,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
43,noticias/20260922_043_el-ahorro-para-la-entrada-de-una-vivienda-supera-los-15-anos.md,El ahorro para la entrada de una vivienda supera los 15 años,Inmodiario,2026-09-22 09:41,https://inmodiario.com/196/87182/el-ahorro-para-la-entrada-de-una-vivienda-supera-los-15-anos/,si,,1047,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
44,noticias/20260922_044_anna-duran-se-incorpora-a-colliers-como-directora-de-valuati.md,Anna Duran se incorpora a Colliers como directora de Valuation & Consulting,Brains Real Estate News,2026-09-22 09:38,https://brainsre.news/anna-duran-colliers-directora-valuation-consulting/,si,,667,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
45,noticias/20260922_045_las-oficinas-espanolas-incorporan-sostenibilidad-y-bienestar.md,Las oficinas españolas incorporan sostenibilidad y bienestar desde el diseño,Inmodiario,2026-09-22 09:35,https://inmodiario.com/185/87179/las-oficinas-espanolas-incorporan-sostenibilidad-y-bienestar-desde-el-diseno/,si,,1109,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
46,noticias/20260922_046_el-alojamiento-flexible-centra-el-debate-sobre-inversion-y-c.md,El alojamiento flexible centra el debate sobre inversión y crecimiento del sector,Inmodiario,2026-09-22 09:28,https://inmodiario.com/147/87177/el-alojamiento-flexible-centra-el-debate-sobre-inversion-y-crecimiento-del-sector/,si,,780,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
47,noticias/20260922_047_canaveral-11-suma-45-viviendas-publicas-de-alquiler-asequibl.md,Cañaveral 11 suma 45 viviendas públicas de alquiler asequible,Inmodiario,2026-09-22 09:18,https://inmodiario.com/203/87175/canaveral-11-suma-45-viviendas-publicas-de-alquiler-asequible/,si,,918,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
48,noticias/20260922_048_sitra-lleva-al-salon-del-gas-renovable-su-modelo-de-innovaci.md,Sitra lleva al Salón del Gas Renovable su modelo de innovación aplicada para optimizar proyectos de bioenergía,interempresas.net (descubierta),2026-09-22 11:18,https://www.interempresas.net/Energia/663782-Sitra-lleva-Salon-Gas-Renovable-modelo-innovacion-aplicada-optimizar-proyectos-bioenergia.html,si,,546,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
49,noticias/20260922_049_iba-capital-partners-adquiere-un-edificio-de-oficinas-en-el-.md,IBA Capital Partners adquiere un edificio de oficinas en el parque empresarial de La Moraleja (Madrid),Brains Real Estate News,2026-09-22 09:17,https://brainsre.news/iba-capital-partners-edificio-oficinas-madrid/,si,,682,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
50,noticias/20260922_050_la-formacion-prepara-al-sector-para-la-construccion-industri.md,La formación prepara al sector para la construcción industrializada,Inmodiario,2026-09-22 09:12,https://inmodiario.com/168/87173/la-formacion-prepara-al-sector-para-la-construccion-industrializada/,si,,734,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
51,noticias/20260922_051_maria-calvo-presidenta-de-fade-asturias-cuenta-con-todo-el-e.md,"María Calvo, presidenta de FADE: “Asturias cuenta con todo el ecosistema para ser competitiva en el sector”",interempresas.net (descubierta),2026-09-22 11:06,https://www.interempresas.net/Madera/663778-Maria-Calvo-presidenta-FADE-Asturias-cuenta-todo-ecosistema-ser-competitiva-sector.html,si,,79,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
52,noticias/20260922_052_el-forbes-economic-summit-situa-al-inmobiliario-en-el-centro.md,El Forbes Economic Summit sitúa al inmobiliario en el centro de la competitividad,Inmodiario,2026-09-22 09:05,https://inmodiario.com/191/87170/el-forbes-economic-summit-situa-al-inmobiliario-en-el-centro-de-la-competitividad/,si,,985,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
53,noticias/20260922_053_iba-capital-partners-adquiere-un-edificio-de-oficinas-en-la-.md,IBA Capital Partners adquiere un edificio de oficinas en La Moraleja,Inmodiario,2026-09-22 08:56,https://inmodiario.com/185/87167/iba-capital-partners-adquiere-un-edificio-de-oficinas-en-la-moraleja/,si,,823,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
54,noticias/20260922_054_talvion-entrega-un-coliving-en-valencia-de-20-alojamientos.md,Talvion entrega un coliving en Valencia de 20 alojamientos,Brains Real Estate News,2026-09-22 08:33,https://brainsre.news/talvion-coliving-de-20-alojamientos-en-valencia/,si,,561,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
55,noticias/20260922_055_benidorm-abre-la-via-para-recuperar-casi-3-000-viviendas-tra.md,Benidorm abre la vía para recuperar casi 3.000 viviendas tras dos décadas de bloqueo en El Murtal,Brains Real Estate News,2026-09-22 08:30,https://brainsre.news/benidorm-recuperar-3000-viviendas-bloqueo-murtal/,si,,630,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
56,noticias/20260922_056_euskadi-busca-2-000-millones-de-euros-para-impulsar-10-000-v.md,Euskadi busca 2.000 millones de euros para impulsar 10.000 viviendas asequibles en alquiler,Brains Real Estate News,2026-09-22 08:08,https://brainsre.news/euskadi-2000-millones-10000-viviendas-asequibles/,si,,1080,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
57,noticias/20260922_057_abiertas-las-inscripciones-para-el-foro-aseamac-2027-aseamac.md,Abiertas las inscripciones para el Foro Aseamac 2027 @ASEAMACAlquiler,interempresas.net (descubierta),2026-09-22 10:03,https://www.interempresas.net/Alquiler-OP/663760-Abiertas-las-inscripciones-para-el-Foro-Aseamac-2027.html,si,,404,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
58,noticias/20260922_058_transgruas-estara-presente-en-fecons-2026-junto-a-poligrua-t.md,Transgrúas estará presente en Fecons 2026 junto a Poligrúa @transgruas,interempresas.net (descubierta),2026-09-22 09:59,https://www.interempresas.net/Elevacion/663759-Transgruas-estara-presente-en-Fecons-2026-junto-a-Poligrua.html,si,,242,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
59,noticias/20260922_059_la-hipoteca-continua-siendo-la-llave-de-acceso-a-la-vivienda.md,La hipoteca continúa siendo la llave de acceso a la vivienda para dos de cada tres compradores,Fotocasa Research,2026-09-22 07:50,https://www.fotocasa.es/fotocasa-life/compraventa/hipoteca-llave-acceso-vivienda-dos-cada-tres-compradores/,si,,627,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
60,noticias/20260922_060_consumir-menos-sin-comprometer-la-disponibilidad.md,Consumir menos sin comprometer la disponibilidad,interempresas.net (descubierta),2026-09-22 09:37,https://www.interempresas.net/Energia/663757-Consumir-menos-sin-comprometer-la-disponibilidad.html,si,,1417,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
61,noticias/20260922_061_pradales-e-itxaso-presentan-el-fondo-social-de-vivienda-10-0.md,Pradales e Itxaso presentan el Fondo Social de Vivienda: 10.000 alquileres a 700 euros con capital privado,moncloa.com (descubierta),2026-09-22 07:29,https://www.moncloa.com/2026/09/22/fondo-social-vivienda-euskadi-alquiler-3435338/,si,,723,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
62,noticias/20260922_062_cuantas-horas-debes-dormir-a-partir-de-octubre-el-reajuste-d.md,¿Cuántas horas debes dormir a partir de octubre? El reajuste de horarios para levantarte con energía,que.es (descubierta),2026-09-22 07:26,https://www.que.es/2026/09/22/octubre-ritmo-circadiano-horas-dormir/,si,,865,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
63,noticias/20260922_063_raminatrans-alquila-cerca-de-30-000-m2-en-el-parque-logistic.md,Raminatrans alquila cerca de 30.000 m² en el parque logístico Los Naranjos de Loriguilla,interempresas.net (descubierta),2026-09-22 09:23,https://www.interempresas.net/Naves/663752-Raminatrans-alquila-cerca-de-30000-m-en-el-parque-logistico-Los-Naranjos-de-Loriguilla.html,si,,79,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
64,noticias/20260922_064_trucos-para-decorar-un-salon-pequeno-9-ideas-que-haran-que-p.md,Trucos para decorar un salón pequeño: 9 ideas que harán que parezca más grande,Fotocasa Research,2026-09-22 07:00,https://www.fotocasa.es/fotocasa-life/hogar/decoracion/decorar-un-salon-pequeno/,si,,1072,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
65,noticias/20260922_065_abb-y-ferrari-hypersail-colaboran-para-llevar-la-corriente-c.md,ABB y Ferrari Hypersail colaboran para llevar la corriente continua a la navegación en alta mar @ABB_Robotica_ES,interempresas.net (descubierta),2026-09-22 08:52,https://www.interempresas.net/Electricidad/663743-ABB-Ferrari-Hypersail-colaboran-para-llevar-corriente-continua-navegacion-alta-mar.html,si,,539,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.
66,noticias/20260922_066_callosa-de-segura-el-pueblo-mas-barato-de-la-comunidad-valen.md,"Callosa de Segura, el pueblo más barato de la Comunidad Valenciana para comprar una casa",Fotocasa Research,2026-09-22 06:52,https://www.fotocasa.es/fotocasa-life/compraventa/callosa-de-segura-el-pueblo-mas-barato-de-la-comunidad-valenciana-para-comprar-una-casa/,si,,795,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
67,noticias/20260922_067_la-brecha-entre-la-demanda-y-la-oferta-de-vivienda-en-espana.md,La brecha entre la demanda y la oferta de vivienda en España roza las 100.000 unidades al año,Fotocasa Research,2026-09-22 06:50,https://www.fotocasa.es/fotocasa-life/compraventa/brecha-demanda-oferta-vivienda-espana-roza-100-000-unidades-ano/,si,,725,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
68,noticias/20260922_068_vivienda-asequible-en-el-pais-vasco-2-000-millones-publicos-.md,Vivienda asequible en el País Vasco: 2.000 millones públicos para 10.000 pisos,que.es (descubierta),2026-09-22 06:10,https://www.que.es/2026/09/22/vivienda-asequible-pais-vasco-fondo/,si,,598,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
69,noticias/20260922_069_puede-vygotsky-ayudarnos-a-vender-mas-en-ferreteria-y-bricol.md,¿Puede Vygotsky ayudarnos a vender más en ferretería y bricolaje?,interempresas.net (descubierta),2026-09-22 08:06,https://www.interempresas.net/Ferreteria/663737-Puede-Vygotsky-ayudarnos-a-vender-mas-en-ferreteria-y-bricolaje.html,si,,1406,fuera,No aparece el ámbito de la Agencia; candidata a descarte.
70,noticias/20260922_070_la-crisis-de-vivienda-en-ibiza-obliga-a-dormir-entre-nichos-.md,La crisis de vivienda en Ibiza obliga a dormir entre nichos del cementerio de Sant Jordi,que.es (descubierta),2026-09-22 06:02,https://www.que.es/2026/09/22/crisis-vivienda-ibiza-sin-hogar/,si,,769,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.
